ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Code for packaging material.,,,,,,,A code associated with the packaging material within the 'Packaging Material' dataset.,Een code gekoppeld aan het verpakkingsmateriaal binnen de dataset 'Packaging Material'.,?,Un code associé au matériau d'emballage dans l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,Number,No,No
ID_createdDate,createdDate,Date of creation for the packaging Material entry.,,,,,,,The date when a packaging material entry was originally created or added to the 'Packaging Material' dataset.,De datum waarop een pakkingsmateriaalvermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'Packaging Material'.,?,La date à laquelle une entrée de matériau d'emballage a été initialement créée ou ajoutée à l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Packaging material description,,,,,,,The description or name of a packaging material in German within the 'Packaging Material' dataset.,De beschrijving of naam van een pakkingsmateriaal in het Duits binnen de dataset 'Packaging Material'.,?,La description ou le nom d'un matériau d'emballage en allemand dans l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the packaging material.,,,,,,,A binary flag indicating whether a packaging material is deprecated or no longer recommended for use.,Een binaire indicator die aangeeft of een verpakkingsmateriaal verouderd is of niet langer wordt aanbevolen voor gebruik.,?,Un indicateur binaire indiquant si un matériau d'emballage est obsolète ou n'est plus recommandé pour une utilisation.,,,,,,,,,,,,,Boolean,No,No
ID_en,en,Packaging material description,,,,,,,The description or name of a packaging material in English within the 'Packaging Material' dataset.,De beschrijving of naam van een verpakkingsmateriaal in het Engels binnen de dataset 'Packaging Material'.,?,La description ou le nom d'un matériau d'emballage en anglais dans l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Packaging material description,,,,,,,The description or name of a packaging material in French within the 'Packaging Material' dataset.,De beschrijving of naam van een pakkingsmateriaal in het Frans binnen de dataset 'Packaging Material'.,?,La description ou le nom d'un matériau d'emballage en français dans l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique numerical identifier within the dataset 'Packaging Material'.,,,,,,,A unique numerical identifier associated with an entry in the 'Packaging Material' dataset .,Een unieke numerieke identificatie gekoppeld aan een vermelding in de dataset 'Packaging Material' .,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Packaging Material' .,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for packaging material entry.,,,,,,,"The date when a packaging material entry was last modified or updated in the 'Packaging Material' dataset, indicating the most recent changes.","De datum waarop een pakkingsmateriaalvermelding voor het laatst is gewijzigd of bijgewerkt in de dataset 'Packaging Material', waarbij de meest recente wijzigingen worden aangegeven.",?,"La date à laquelle une entrée de matériau d'emballage a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'Packaging Material', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Date,No,No
ID_nl,nl,Packaging material description,,,,,,,The description or name of a packaging material in Dutch within the 'Packaging Material' dataset.,De beschrijving of naam van een pakkingsmateriaal in het Nederlands binnen de dataset 'Packaging Material'.,?,La description ou le nom d'un matériau d'emballage en néerlandais dans l'ensemble de données 'Packaging Material'.,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking packaging material  updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Packaging Material(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Verpakkingsmateriaal(en)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Packaging Material(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
