ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_commandId,commandId,Unique identifier for a command or instruction.,,,,,,,A unique identifier associated with a specific command or instruction in the 'CommercialisationStatus' dataset .,Een unieke identificatie gekoppeld aan een specifieke opdracht of instructie in de dataset 'CommercialisationStatus' .,?,Un identifiant unique associé à une commande ou instruction spécifique dans l'ensemble de données 'CommercialisationStatus' .,,,,,,,,,,,,,String,No,No
ID_commercialisationStatus,commercialisationStatus,Current status of commercialisationprocess.,,,,,,,The current status of the commercialization process for a product.,De huidige status van het commercialiseringsproces voor een product.,?,Le statut actuel du processus de commercialisation d'un produit.,,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Creation timestamp from the commercialisation status entry.,,,,,,,The date and time when the commercialization status entry was originally created.,De datum en tijd waarop de vermelding van de commerciële status oorspronkelijk is aangemaakt.,?,La date et l'heure de création initiale de l'entrée du statut de commercialisation.,,,,,,,,,,,,,Date,No,No
ID_dateCommercialisationStatus,dateCommercialisationStatus,Status date of the commercialisation process.,,,,,,,The date when the commercialization status was recorded or updated.,De datum waarop de commerciële status is geregistreerd of bijgewerkt.,?,La date à laquelle le statut de commercialisation a été enregistré ou mis à jour.,,,,,,,,,,,,,Date,No,No
ID_id,id,Unique identifier for the commercialisation status entry.,,,,,,,Unique identifier for the entry in the Commercialisation Status dataset.,Unieke identificatie voor de vermelding in de dataset Commercialisation Status.,?,Identifiant unique de l'entrée dans le jeu de données Commercialisation Status.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Last modified timestamp from the commercialisation status entry.,,,,,,,Unique identifier for the entry in the Commercialisation Status dataset.,De datum en tijd waarop de vermelding van de commerciële status voor het laatst is gewijzigd of bijgewerkt.,?,La date et l'heure de la dernière modification ou mise à jour de l'entrée du statut de commercialisation.,,,,,,,,,,,,,Date,No,No
ID_limitedAvailability,limitedAvailability,Limited availability indicator of the product.,,,,,,,"An indicator of whether the product's availability is limited, affecting its commercialization status.","Een indicator of het product beperkt beschikbaar is, wat van invloed is op de commerciële status.",?,"Un indicateur indiquant si la disponibilité du produit est limitée, ce qui affecte son statut de commercialisation.",,,,,,,,,,,,,Boolean,No,No
ID_commercialisationType,commercialisationType,"Commercialisation type (Present, future, etc,.)",,,,,,,"Categorize the current status of the commercialisation type (Present, future, etc,.)","Categoriseer de huidige status van het commercialiseringstype (huidig, toekomstig, enz.)",?,"Catégoriser l'état actuel de la commercialisation (présent, futur, etc.)",,,,,,,,,,,,,String,No,No
ID_publication,publication,Commercialisation status has been published,,,,,,,Indicate if the Commercialisation status is linked to a publication or not The publication details of the commercialization status entry.,"Geef aan of de vermelding ""Commercialiseringsstatus"" gekoppeld is aan een publicatie of niet De publicatiegegevens van de commercialiseringsstatusvermelding.",?,"Indiquer si l'entrée ""Statut de commercialisation"" est liée à une publication ou non Les détails de la publication de l'entrée ""Statut de commercialisation"".",,,,,,,,,,,,,Boolean,No,No
ID_version,version,Version is an indicator tracking Commercialisation status updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Commercialisation Status(es)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Commercialisation Status(es)"", wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Commercialisation Status(es)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,Yes
