ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Code for the unit.,,,,,,,A code associated with the unit.,Een code geassocieerd met de eenheid.,?,Un code associé à l'unité.,,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Date of creation for the unit entry.,,,,,,,The date of creation for the unit entry within the 'Unit' dataset.,De datum van aanmaak van de eenheid vermelding binnen de dataset 'Unit'.,?,La date de création de l'entrée de l'unité dans l'ensemble de données 'Unit'.,,,,,,,,,,,,,Date,No,No
ID_deprecated,deprecated,Deprecated indicator for the unit.,,,,,,,Deprecated indicator for the unit.,Een indicator die aangeeft of het item in de meeteenhedendataset verouderd of niet langer in gebruik is.,?,Un indicateur indiquant si l'entrée dans le jeu de donnée sur les unités de mesure est obsolète ou n'est plus utilisée.,,,,,,,,,,,,,Boolean,No,No
ID_sporId,sporId,European medicines agency (EMA) SPOR ID related to the table. ,,,,,,,"The SPOR ID is a unique identifier assigned to each 'Substance, Product, Organisation, Referential master data' in pharmaceutical regulatory processes. These data are used by European medicines agency (EMA) to identify & track medecines. "," De SPOR ID is een unieke identificatie die wordt toegewezen aan elke 'Substance, Product, Organisation, Referential master data' in farmaceutische regelgevende processen. Deze gegevens worden gebruikt door het Europees Geneesmiddelenbureau (EMA) om geneesmiddelen te identificeren en te volgen.",?,"L'identifiant SPOR est un identifiant unique attribué à chaque ""substance, produit, organisation, données de référence"" dans les processus de réglementation pharmaceutique. Ces données sont utilisées par l'Agence européenne des médicaments (EMA) pour identifier et suivre les médicaments. ",,,,,,,,,,,,,Number,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for the unit entry.,,,,,,,The date of the most recent modification or update to a unit entry within the 'Unit' dataset.,De datum van de meest recente wijziging of update van een eenheid vermelding binnen de dataset 'Unit'.,?,La date de la modification ou de la mise à jour la plus récente d'une entrée d'unité dans l'ensemble de données 'Unit'.,,,,,,,,,,,,,Date,No,No
ID_id,id,Unique numerical identifier within the dataset 'Unit'.,,,,,,,Unique numerical identifier within the dataset 'Unit.',Unieke numerieke identificatie binnen de dataset 'Unit'.,?,Identifiant numérique unique au sein de l'ensemble de données 'Unit'.,,,,,,,,,,,,,String,No,No
ID_nl,nl,Unit name,,,,,,,The unit name in Dutch.,De eenheidsnaam in het Nederlands.,?,Le nom de l'unité en néerlandais.,,,,,,,,,,,,,String,No,No
ID_en,en,Unit name,,,,,,,The unit name in English.,De eenheidsnaam in het Engels.,?,Le nom de l'unité en anglais.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Unit name,,,,,,,The unit name in French.,De eenheidsnaam in het Frans.,?,Le nom de l'unité en français.,,,,,,,,,,,,,String,No,No
ID_de,de,Unit name,,,,,,,The unit name in German.,De eenheidsnaam in het Duits.,?,Le nom de l'unité en allemand.,,,,,,,,,,,,,String,No,No
ID_ucum,ucum,Unit of measure in UCUM format.,,,,,,,The unit of measure in UCUM (Unified Code for Units of Measure) format.,De meeteenheid in UCUM (Unified Code for Units of Measure)-indeling.,?,L'unité de mesure au format UCUM (Code unifié pour les unités de mesure).,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking 'unit' records updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Unit(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Unit(s)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Unit(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
