ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Creation date of the entry in dataset 'Impact'.,,,,,,,Date when the entry in the 'Impact' dataset was created.,Datum waarop de invoer in de dataset 'Impact' is gemaakt.,?,Date de création de l'entrée dans le jeu de données 'Impact'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Name or description in 'Impact' dataset,,,,,,,Gives a brief summary in German of the impact caused by a particular commercialisation status or a supply problem. This gives a quick overview of the content & consequences.,Geeft een korte samenvatting in het Duits van de impact die wordt veroorzaakt door een bepaalde commercialiseringsstatus of een leveringsprobleem. Dit geeft een snel overzicht van de inhoud en de gevolgen.,?,Résumé succinct en allemand de l'impact d'un statut de commercialisation particulier ou d'un problème d'approvisionnement. Il donne un aperçu rapide du contenu et des conséquences.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Indicator of obsolescence for the entry of the dataset 'Impact'.,,,,,,,An indicator specifying whether the entry in the 'Impact' dataset is no longer in use or outdated.,Een indicator die aangeeft of de invoer in de dataset 'Impact' niet langer in gebruik is of verouderd.,?,Un indicateur spécifiant si l'entrée dans le jeu de données 'Impact' n'est plus utilisée ou obsolète.,,,,,,,,,,,,,Boolean,No,No
ID_en,en,Name or description in 'Impact' dataset,,,,,,,Gives a brief summary in English of the impact caused by a particular commercialisation status or a supply problem. This gives a quick overview of the content & consequences.,Geeft een korte samenvatting in het Engels van de impact die wordt veroorzaakt door een bepaalde commercialiseringsstatus of een leveringsprobleem. Dit geeft een snel overzicht van de inhoud en de gevolgen.,?,Résumé succinct en anglais de l'impact d'un statut de commercialisation particulier ou d'un problème d'approvisionnement. Il donne un aperçu rapide du contenu et des conséquences.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Name or description in 'Impact' dataset,,,,,,,Gives a brief summary in English of the impact caused by a particular commercialisation status or a supply problem. This gives a quick overview of the content & consequences.,Geeft een korte samenvatting in het Frans van de impact die wordt veroorzaakt door een bepaalde commercialiseringsstatus of een leveringsprobleem. Dit geeft een snel overzicht van de inhoud en de gevolgen.,?,Résumé succinct en francais de l'impact d'un statut de commercialisation particulier ou d'un problème d'approvisionnement. Il donne un aperçu rapide du contenu et des conséquences.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Most recent modification date for 'Impact' dataset entry.,,,,,,,Date indicating the most recent modification of the entry within the 'Impact' dataset.,Datum dat de meest recente wijziging van de invoer in de dataset 'Impact' aangeeft.,?,Date indiquant la modification la plus récente de l'entrée dans le jeu de données 'Impact'.,,,,,,,,,,,,,Date,No,No
ID_level,level,Extent of impact level of the entry in the dataset 'Impact'.,,,,,,,"The severity of the impact, recorded as a degree, gives a numerical scale for the importance of the impact. Starts at ""1"" when a problem/impact is solved or there are alternatives to circumvent the problem and increases for more critical problems/impacts.  ","De ernst van het effect, geregistreerd als een graad, geeft een numerieke schaal voor het belang van het effect. Begint bij ""1"" wanneer een probleem/effect is opgelost of er alternatieven zijn om het probleem te omzeilen en neemt toe voor meer kritieke problemen/effecten.  ",?,"La gravité de l'impact enregistré degré, donne une échelle en chiffre d'importance de cet impact. Commence à ""1"" quand un problème/impact est résolu ou qu'il y a des alternatives pour contourner le problème et augmente pour des problèmes/impacts plus critiques.  ",,,,,,,,,,,,,Number,No,No
ID_nl,nl,Name or description in 'Impact' dataset,,,,,,,Gives a brief summary in Dutch of the impact caused by a particular commercialisation status or a supply problem. This gives a quick overview of the content & consequences.,Geeft een korte samenvatting in het Nederlands van de impact die wordt veroorzaakt door een bepaalde commercialiseringsstatus of een leveringsprobleem. Dit geeft een snel overzicht van de inhoud en de gevolgen.,?,Résumé succinct en néerlandais de l'impact d'un statut de commercialisation particulier ou d'un problème d'approvisionnement. Il donne un aperçu rapide du contenu et des conséquences.,,,,,,,,,,,,,String,No,No
ID_code,code,Identifier for impact entries.,,,,,,,"A unique identifier for each impact entry in the dataset, facilitating data organization and retrieval.","Een unieke identificatie voor elke impactinvoer in de dataset, waardoor gegevensorganisatie en -terugvinding wordt vergemakkelijkt.",?,"Un identifiant unique pour chaque entrée d'impact dans le jeu de données, facilitant l'organisation et la récupération des données.",,,,,,,,,,,,,String,No,No
ID_Id,Id,Unique ID for 'Impact' in the dataset.,,,,,,,"Unique identifier for each entry in the 'Impact' dataset, facilitating data organization and retrieval.","Unieke identificatie voor elke vermelding in de dataset 'Impact', ter vergemakkelijking van de organisatie en gegevensopvraging.",?,"Identifiant unique pour chaque entrée dans le jeu de données 'Impact', facilitant l'organisation et la récupération des données.",,,,,,,,,,,,,String,No,No
