ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Date of creation for the Packaging Closure entry.,,,,,,,The date when a packaging closure entry was originally created or added to the 'Packaging Closure' dataset.,De datum waarop een pakkingsafsluitingvermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'Packaging Closure'.,?,La date à laquelle une entrée de fermeture d'emballage a été initialement créée ou ajoutée à l'ensemble de données 'Packaging Closure'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Description of the packaging closure,,,,,,,The description or name of a packaging closure in German within the 'Packaging Closure' dataset.,De beschrijving of naam van een verpakkingsafsluiting in het Duits binnen de dataset 'Packaging Closure'.,?,La description ou le nom d'une fermeture d'emballage en allemand dans l'ensemble de données 'Packaging Closure'.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the packaging closure.,,,,,,,A binary flag indicating whether a packaging closure is deprecated or no longer recommended for use.,Een binaire indicator die aangeeft of het item in de gegevensset van sluitsystemen verouderd is of niet langer aanbevolen wordt voor gebruik.,?,Un indicateur binaire indiquant si l'entrée dans le jeu de donnée sur la fermeture d'emballage est obsolète ou n'est plus recommandée pour une utilisation.,,,,,,,,,,,,,Boolean,No,No
ID_edqmCode,edqmCode,Code for the packaging closure defined by EDQM.,,,,,,,A code associated with the packaging closure as defined by the European Directorate for the Quality of Medicines & HealthCare.,Een code gekoppeld aan de pakkingsafsluiting zoals gedefinieerd door de Europese Directie voor de Kwaliteit van Geneesmiddelen en Gezondheidszorg.,?,Un code associé à la fermeture d'emballage tel que défini par la Direction européenne de la qualité des médicaments et des soins de santé.,,,,,,,,,,,,,Number,No,No
ID_edqmDefinition,edqmDefinition,Definition for the packaging closure by EDQM.,,,,,,,The definition or description of the packaging closure as provided by the European Directorate for the Quality of Medicines & HealthCare.,De definitie of beschrijving van de pakkingsafsluiting zoals verstrekt door de Europese Directie voor de Kwaliteit van Geneesmiddelen en Gezondheidszorg.,?,La définition ou la description de la fermeture d'emballage telle que fournie par la Direction européenne de la qualité des médicaments et des soins de santé.,,,,,,,,,,,,,String,No,No
ID_en,en,Description of the packaging closure,,,,,,,The description or name of a packaging closure in English within the 'Packaging Closure' dataset.,De beschrijving of naam van een verpakkingsafsluiting in het Engels binnen de dataset 'Packaging Closure'.,?,La description ou le nom d'une fermeture d'emballage en anglais dans l'ensemble de données 'Packaging Closure'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Description of the packaging closure,,,,,,,The description or name of a packaging closure in French within the 'Packaging Closure' dataset.,De beschrijving of naam van een verpakkingsafsluiting in het Frans binnen de dataset 'Packaging Closure'.,?,La description ou le nom d'une fermeture d'emballage en français dans l'ensemble de données 'Packaging Closure'.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique numerical identifier within the dataset 'Packaging Closure'.,,,,,,,A unique numerical identifier associated with an entry in the 'Packaging Closure' dataset .,Een unieke numerieke identificatie gekoppeld aan een vermelding in de dataset 'Packaging Closure' .,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Packaging Closure' .,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for packaging closure entry.,,,,,,,"The date when a packaging closure entry was last modified or updated in the 'Packaging Closure' dataset, indicating the most recent changes.","De datum waarop een pakkingsafsluitingvermelding voor het laatst is gewijzigd of bijgewerkt in de dataset 'Packaging Closure', waarbij de meest recente wijzigingen worden aangegeven.",?,"La date à laquelle une entrée de fermeture d'emballage a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'Packaging Closure', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Date,No,No
ID_nl,nl,Description of the packaging closure,,,,,,,The description or name of a packaging closure in Dutch within the 'Packaging Closure' dataset.,De beschrijving of naam van een verpakkingsafsluiting in het Nederlands binnen de dataset 'Packaging Closure'.,?,La description ou le nom d'une fermeture d'emballage en néerlandais dans l'ensemble de données 'Packaging Closure'.,,,,,,,,,,,,,String,No,No
ID_sporId,sporId,European medicines agency (EMA) SPOR ID related to the table. ,,,,,,,"The SPOR ID is a unique identifier assigned to each 'Substance, Product, Organisation, Referential master data' in pharmaceutical regulatory processes. These data are used by European medicines agency (EMA) to identify & track medecines. "," De SPOR ID is een unieke identificatie die wordt toegewezen aan elke 'Substance, Product, Organisation, Referential master data' in farmaceutische regelgevende processen. Deze gegevens worden gebruikt door het Europees Geneesmiddelenbureau (EMA) om geneesmiddelen te identificeren en te volgen.",?,"L'identifiant SPOR est un identifiant unique attribué à chaque ""substance, produit, organisation, données de référence"" dans les processus de réglementation pharmaceutique. Ces données sont utilisées par l'Agence européenne des médicaments (EMA) pour identifier et suivre les médicaments. ",,,,,,,,,,,,,Number,No,No
ID_version,version,Version is an indicator tracking packaging closure detail updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Pack Closure' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de ""Pack Closure""-dataset en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Pack Closure"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
