ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_additionalInfoDe,additionalInfoDe,Additional information,,,,,,,"Additional information provided in German, if available, to supplement details about the supply problem.","Aanvullende informatie in het Duits, indien beschikbaar, om details over het leveringsprobleem aan te vullen.",?,"Informations supplémentaires fournies en allemand, le cas échéant, pour compléter les détails sur le problème d'approvisionnement.",,,,,,,,,,,,,String,No,No
ID_additionalInfoEn,additionalInfoEn,Additional information,,,,,,,"Additional information provided in English, if available, to supplement details about the supply problem.","Aanvullende informatie in het Engels, indien beschikbaar, om details over het leveringsprobleem aan te vullen.",?,"Informations supplémentaires fournies en anglais, le cas échéant, pour compléter les détails sur le problème d'approvisionnement.",,,,,,,,,,,,,String,No,No
ID_additionalInfoFr,additionalInfoFr,Additional information,,,,,,,"Additional information provided in French, if available, to supplement details about the supply problem.","Aanvullende informatie in het Frans, indien beschikbaar, om details over het leveringsprobleem aan te vullen.",?,"Informations supplémentaires fournies en français, le cas échéant, pour compléter les détails sur le problème d'approvisionnement.",,,,,,,,,,,,,String,No,No
ID_additionalInfoNl,additionalInfoNl,Additional information,,,,,,,"Additional information provided in Dutch, if available, to supplement details about the supply problem.","Aanvullende informatie in het Nederlands, indien beschikbaar, om details over het leveringsprobleem aan te vullen.",?,"Informations supplémentaires fournies en néerlandais, le cas échéant, pour compléter les détails sur le problème d'approvisionnement.",,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Date and time of creating a supply problem dataset entry.,,,,,,,The specific date and time when the supply problem records was created.,De specifieke datum en tijd waarop de leveringsprobleemrecords zijn aangemaakt.,?,La date et l'heure spécifiques de la création de l'enregistrement du problème d'approvisionnement.,,,,,,,,,,,,,Date,No,No
ID_endDate,endDate,Date when problem concluded.,,,,,,,"The specific date when the supply problem situation concluded or is expected to conclude, serving as the endpoint for the issue.","De specifieke datum waarop de situatie van leveringsproblemen is geëindigd of naar verwachting zal eindigen, die dient als het eindpunt voor het probleem.",?,"La date spécifique à laquelle la situation de problème d'approvisionnement s'est terminée ou est censée se terminer, servant de point final pour le problème.",,,,,,,,,,,,,Date,No,No
ID_lastModifiedDate,lastModifiedDate,Date and time of last dataset modification.,,,,,,,"The specific date and time when the supply problem dataset was last modified, serving as a record of the dataset's most recent changes.","De specifieke datum en tijd waarop de dataset over leveringsproblemen voor het laatst is gewijzigd, wat fungeert als een registratie van de meest recente wijzigingen in de dataset.",?,"La date et l'heure spécifiques de la dernière modification du jeu de données sur les problèmes d'approvisionnement, servant de registre des modifications les plus récentes du jeu de données.",,,,,,,,,,,,,Date,No,No
ID_limitedAvailability,limitedAvailability,Limited availability due to supply problem.,,,,,,,"A boolean value denoting the limited availability of the affected product due to the supply problem, indicating restricted access.","Een booleaanse waarde die de beperkte beschikbaarheid van het getroffen product aangeeft als gevolg van het leveringsprobleem, wat duidt op beperkte toegang.",?,"Une valeur booléenne indiquant la disponibilité limitée du produit affecté en raison du problème d'approvisionnement, indiquant un accès restreint.",,,,,,,,,,,,,Boolean,No,No
ID_id,id,Unique ID for supply problem in the dataset.,,,,,,,"An unique identifier or reference number used to uniquely distinguish and categorize different supply problem records in the dataset, facilitating organization and management.","Een unieke identificatie- of referentienummer dat wordt gebruikt om verschillende records van leveringsproblemen in de dataset op een unieke manier te onderscheiden en categoriseren, wat organisatie en beheer vergemakkelijkt.",?,"Un identifiant ou un numéro de référence unique utilisé pour distinguer de manière unique et catégoriser différents enregistrements de problèmes d'approvisionnement dans le jeu de données, facilitant l'organisation et la gestion.",,,,,,,,,,,,,String,No,No
ID_publication,publication,The Supply problem has been published ,,,,,,,Indicator that flag if the supply problem has been published or not. ,Indicator die aangeeft of het leveringsprobleem is gepubliceerd of niet.,?,Indicateur qui signale si le problème d'approvisionnement a été publié ou non.,,,,,,,,,,,,,Boolean,No,No
ID_version,version,Version is an indicator tracking supply problems updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Supply Problem(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Supply Problem(s)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Supply Problem(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_presumedEndDate,presumedEndDate,Anticipated end date of problem.,,,,,,,"The anticipated date when the supply problem is expected to conclude, if an exact end date is not yet known, helping in estimating the issue's resolution.","De verwachte datum waarop het leveringsprobleem naar verwachting zal eindigen, als de exacte einddatum nog niet bekend is, en helpt bij het schatten van de oplossing van het probleem.",?,"La date prévue à laquelle le problème d'approvisionnement devrait se terminer, si une date de fin exacte n'est pas encore connue, aidant à estimer la résolution du problème.",,,,,,,,,,,,,Date,No,No
ID_startDate,startDate,Date when problem commenced.,,,,,,,"The specific date when a supply problem situation commenced, serving as the starting point for the issue.","De specifieke datum waarop een situatie van leveringsproblemen is begonnen, die dient als startpunt voor het probleem.",?,"La date spécifique à laquelle une situation de problème d'approvisionnement a commencé, servant de point de départ pour le problème.",,,,,,,,,,,,,Date,No,No
