ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_additionalInfo,additionalInfo,Additional information about the active substance,,,,,,,Additional information related to the active substance.,Aanvullende informatie met betrekking tot de werkzame stof.,?,Informations complémentaires relatives à la substance active.,,,,,,,,,,,,,String,No,No
ID_additionalInfoDe,additionalInfoDe,Additional information about the active substance,,,,,,,Additional information related to the active substance in German.,Aanvullende informatie met betrekking tot de werkzame stof in het Duits.,?,Informations complémentaires relatives à la substance active en allemand.,,,,,,,,,,,,,String,No,No
ID_additionalInfoFr,additionalInfoFr,Additional information about the active substance,,,,,,,Additional information related to the active substance in French.,Aanvullende informatie met betrekking tot de werkzame stof in het Frans.,?,Informations complémentaires relatives à la substance active en français.,,,,,,,,,,,,,String,No,No
ID_additionalInfoNl,additionalInfoNl,Additional information about the active substance,,,,,,,Additional information related to the active substance in Dutch.,Aanvullende informatie met betrekking tot de werkzame stof in het Nederlands.,?,Informations complémentaires relatives à la substance active en néerlandais.,,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Date of creation for the active substance entry.,,,,,,,The date of creation for the active substance entry within the 'Active Substance' dataset.,De datum van aanmaak van de vermelding voor de werkzame stof binnen de dataset 'Active Substance'.,?,La date de création de l'entrée de la substance active dans l'ensemble de données 'Active Substance'.,,,,,,,,,,,,,Date,No,No
ID_id,id,Unique numerical identifier within the 'Active Substance' dataset.,,,,,,,Unique numerical identifier within the dataset 'Active Substance.',Unieke numerieke identificatie binnen de dataset 'Active Substance'.,?,Identifiant numérique unique au sein de l'ensemble de données 'Active Substance'.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for the active substance entry.,,,,,,,The date of the most recent modification or update to an active substance entry within the 'Active Substance' dataset.,De datum van de meest recente wijziging of update van een vermelding voor een werkzame stof binnen de dataset 'Active Substance'.,?,La date de la modification ou de la mise à jour la plus récente d'une entrée de substance active dans l'ensemble de données 'Active Substance'.,,,,,,,,,,,,,Date,No,No
ID_name,name,Name of active substance.,,,,,,,The name of the active substance.,De naam van de werkzame stof.,?,Le nom de la substance active.,,,,,,,,,,,,,String,No,No
ID_amount,amount,Quantity of active substance,,,,,,,The amount of the active substance.,De hoeveelheid van de werkzame stof.,?,La quantité de la substance active.,,,,,,,,,,,,,Number,No,No
ID_amountEq,amountEq,Matching quantity  of the equivalent product,,,,,,,Gives the corresponding quantity of the product equivalent to a certain active ingredient. This helps to understand equivalences with similar active substances.,Geeft de overeenkomstige hoeveelheid van het product die equivalent is aan een bepaalde werkzame stof. Dit maakt het mogelijk om gelijkwaardigheid met vergelijkbare werkzame stoffen te begrijpen.,?,Donne la quantité correspondante du produit équivalent à un certain composant actif. Cela permet de comprendre les équivalences avec des substances actives similaires,,,,,,,,,,,,,Number,No,No
ID_asEquivalent,asEquivalent,Equivalent active substance name,,,,,,,Gives the name of the active substance equivalent to the registered active substance.,De hoeveelheid van de tweede werkzame stof.,?,La quantité de la deuxième substance active.,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking active substance updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Active Substance(s)' dataset, denoting changes or updates made over time.",De tweede overeenkomende hoeveelheid van het equivalente product,?,La deuxième quantité correspondante du produit équivalent,,,,,,,,,,,,,Number,No,No
ID_secondAmount,secondAmount,not in the shared list,,,,,,,The  quantity of the second active substance.,Geeft de naam van de werkzame stof die equivalent is aan de werkzame stof in de registratie.,?,Donne le nom de la substance active équivalente à la substance active de l'enregistrement. ,,,,,,,,,,,,,Number,?,?
ID_secondAmountEq,secondAmountEq,not in the shared list,,,,,,,The second matching quantity  of the equivalent product,De niet-numerieke hoeveelheid van de werkzame stof.,?,La quantité non numérique de la substance active.,,,,,,,,,,,,,Number,?,?
ID_nonNumericalAmount,nonNumericalAmount,not in the shared list,,,,,,,The non-numerical amount of the active substance.,De niet-numerieke hoeveelheid van de werkzame stof als equivalent.,?,La quantité non numérique de la substance active en équivalent.,,,,,,,,,,,,,String,?,?
ID_nonNumericalAmountEq,nonNumericalAmountEq,not in the shared list,,,,,,,The non-numerical amount of the active substance as an equivalent.,"Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Active Substance(s)"" en geeft aan dat er in de loop der tijd wijzigingen of updates zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Active Substance(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,String,?,?
