ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_city,city,City name where the company is situated.,,,,,,,The name of the city or locality where the company is situated.,De naam van de stad of plaats waar het bedrijf is gevestigd.,?,Le nom de la ville ou de la localité où se trouve l'entreprise.,,,,,,,,,,,,,String,No,No
ID_countryCode,countryCode,Country code where the company is based.,,,,,,,The code indicating the country where the company is based or operates.,De code dat het land aangeeft waar het bedrijf is gevestigd of opereert.,?,Le code indiquant le pays où l'entreprise est basée ou opère.,,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Creation date of the entry of the company.,,,,,,,"The date when the company's data entry was created or registered, providing a historical record.","De datum waarop de gegevensinvoer van het bedrijf is aangemaakt of geregistreerd, wat een historisch overzicht biedt.",?,"La date de création ou d'enregistrement de l'entrée des données de l'entreprise, fournissant un historique.",,,,,,,,,,,,,Date,No,No
ID_department_building,department_building,Department/building name of the company.,,,,,,,"The department or building name where the company is located, providing additional location details.","De afdelings- of gebouwnaam waar het bedrijf is gevestigd, met aanvullende locatiedetails.",?,"Le nom du département ou du bâtiment où se trouve l'entreprise, fournissant des détails de localisation supplémentaires.",,,,,,,,,,,,,String,No,No
ID_id,id,Unique identifier of the company.,,,,,,,An unique identifier uniquely distinguishing companies within the dataset.,Een unieke identificatie om bedrijven uniek te onderscheiden binnen de dataset.,?,Un identifiant unique permettant de distinguer de manière unique les entreprises du jeu de données.,,,,,,,,,,,,,String,No,No
ID_languageCode,languageCode,Language code used by the company.,,,,,,,The code specifying the language used by the company or its primary operations.,De code dat de taal specificeert die door het bedrijf of zijn belangrijkste activiteiten wordt gebruikt.,?,Le code spécifiant la langue utilisée par l'entreprise ou ses opérations principales.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Last modified date of the entry of the company.,,,,,,,The date of the most recent update or modification of the company's data within the dataset.,De datum van de meest recente update of wijziging van de gegevens van het bedrijf binnen de dataset.,?,La date de la mise à jour ou de la modification la plus récente des données de l'entreprise dans le jeu de données.,,,,,,,,,,,,,Date,No,No
ID_legalFormCode,legalFormCode,Legal form code from the company.,,,,,,,A code representing the legal form or structure of the company.,Een code dat de juridische vorm of structuur van het bedrijf weergeeft.,?,Un code représentant la forme juridique de l'entreprise.,,,,,,,,,,,,,String,No,No
ID_name,name,Company name.,,,,,,,"The name of the company, serving as the primary identifying information.","De naam van het bedrijf, wat dient als primaire identificatie.",?,"Le nom de l'entreprise, servant d'information d'identification principale.",,,,,,,,,,,,,String,No,No
ID_number,number,Building/street number of the company.,,,,,,,"The building number or street number associated with the company's location, aiding in precise address referencing.",Het gebouwnummer of straatnummer dat is gekoppeld aan de locatie van het bedrijf en helpt bij een nauwkeurige adresverwijzing.,?,"Le numéro de bâtiment ou le numéro de rue associé à l'emplacement de l'entreprise, aidant à la référence précise de l'adresse.",,,,,,,,,,,,,Number,No,No
