ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Capitalized approach code in AlloHomeo.,,,,,,,"A code comprised of capital letters representing various types of medical approaches within the AlloHomeo dataset, used for categorization and differentiation. Can be Allopathic or Homeopathic.","Een code bestaande uit hoofdletters die verschillende soorten medische benaderingen vertegenwoordigt in het AlloHomeo-dataset, gebruikt voor categorisatie en onderscheiding. Kan allopathisch of homeopathisch zijn.",?,"Un code en majuscules représentant différentes approches médicales dans le jeu de données AlloHomeo, utilisé pour la catégorisation et la distinction. Peut être allopathique ou homéopathique",,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Timestamp of created record in AlloHomeo.,,,,,,,"The specific date and time when a record in the AlloHomeo dataset was initially created, serving as a timestamp for its inception.","De specifieke datum en tijd waarop een record in de AlloHomeo-dataset oorspronkelijk is aangemaakt, als tijdstempel voor het begin ervan. ",?,"La date et l'heure spécifiques auxquelles un enregistrement dans le jeu de données AlloHomeo a été initialement créé, servant de point de référence pour son origine.",,,,,,,,,,,,,Date,No,No
ID_de,de,Medical approach description,,,,,,,The description of the medical approach in the German language.,De beschrijving van de medische benadering in het Duits.,?,La description de l'approche médicale en allemand.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,An indicator for obsolescence of medical approach.,,,,,,,"An indicator specifying whether a particular medical approach in the AlloHomeo dataset is considered deprecated, meaning it is no longer recommended or in common use.","Een indicator die aangeeft of een bepaalde medische benadering in de AlloHomeo-dataset als verouderd wordt beschouwd, wat betekent dat deze niet langer wordt aanbevolen of algemeen wordt gebruikt.",?,"Un indicateur spécifiant si une approche médicale particulière dans l'ensemble de données AlloHomeo est considérée comme obsolète, c'est-à-dire qu'elle n'est plus recommandée ou couramment utilisée.",,,,,,,,,,,,,Boolean,No,No
ID_en,en,Medical approach description,,,,,,,The description of the medical approach in the English language.,De beschrijving van de medische benadering in het Engels.,?,La description de l'approche médicale en anglais.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Medical approach description,,,,,,,The description of the medical approach in the French language.,De beschrijving van de medische benadering in het Frans.,?,La description de l'approche médicale en français.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique ID for AlloHomeo records.,,,,,,,"A unique identifier or reference number associated with specific records in the AlloHomeo dataset, facilitating the distinct identification and organization of these records.","Een unieke referentienummer geassocieerd met specifieke records in de AlloHomeo-dataset, waardoor deze records duidelijk kunnen worden geïdentificeerd en georganiseerd.",?,"Un identifiant unique ou un numéro de référence associé à des enregistrements spécifiques dans l'ensemble de données AlloHomeo, facilitant l'identification distincte et l'organisation de ces enregistrements.",,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Timestamp of last modification in AlloHomeo.,,,,,,,Timestamp of the last modification to the record in AlloHomeo.,Tijdstempel van de laatste wijziging in het record in AlloHomeo.,?,Horodatage de la dernière modification de l'enregistrement dans AlloHomeo.,,,,,,,,,,,,,Date,No,No
ID_version,version,Version is an indicator tracking AlloHomeo updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Allo Homeo(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de ""Allo Homeo(s)"" dataset, wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Allo Homeo(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_nl,nl,Medical approach description,,,,,,,The description of the medical approach in the Dutch language.,De beschrijving van de medische benadering in het Nederlands.,?,La description de l'approche médicale en néerlandais.,,,,,,,,,,,,,String,No,No
