ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Date of creation for the Delivery Modus entry.,,,,,,,The date when a delivery mode entry was originally created or added to the 'Delivery Modus' dataset.,De datum waarop een leveringswijzevermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'Delivery Modus'.,?,La date à laquelle une entrée de mode de livraison a été initialement créée ou ajoutée à l'ensemble de données 'Delivery Modus'.,,,,,,,,,,,,,Date,No,No
ID_deprecated,deprecated,Deprecated indicator for the delivery mode.,,,,,,,A binary flag indicating whether a delivery mode is deprecated or no longer recommended for use.,Een binaire vlag die aangeeft of het item in de dataset voor een leveringsmethode verouderd is.,?,Un indicateur binaire indiquant si l'entrée dans le jeu de donnée d'un mode de livraison est obsolète.,,,,,,,,,,,,,Boolean,No,No
ID_id,id,Unique numerical identifier within the dataset 'Delivery Modus'.,,,,,,,A unique numerical identifier associated with an entry in the 'Delivery Modus' dataset .,Een unieke numerieke identificatie gekoppeld aan een vermelding in de dataset 'Delivery Modus' .,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Delivery Modus' .,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for delivery mode entry.,,,,,,,"The date when a delivery mode entry was last modified or updated in the 'Delivery Modus' dataset, indicating the most recent changes.","De datum waarop een leveringswijzevermelding voor het laatst is gewijzigd of bijgewerkt in de dataset 'Delivery Modus', waarbij de meest recente wijzigingen worden aangegeven.",?,"La date à laquelle une entrée de mode de livraison a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'Delivery Modus', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Date,No,No
ID_code,code,Presciption/delivery modus type code or identifier.,,,,,,,"A code or identifier associated with a issuance/prescription within the 'Delivery Modus' dataset, typically used for referencing or categorization.","Een code of identificatie geassocieerd met een uitgifte/recept binnen de 'Delivery Modus' dataset, meestal gebruikt voor verwijzing of categorisatie.",?,"Un code ou un identifiant associé à un mode de délivrance/prescription dans l'ensemble de données 'Delivery Modus', généralement utilisé pour la référence ou la catégorisation.",,,,,,,,,,,,,String,No,No
ID_de,de,Description of the prescritpion/delivery modus,,,,,,,The description or name of a delivery/prescription mode in German in the 'Delivery Modus' dataset.,De beschrijving of naam van een toedienings-/voorschrijfmodus in het Duits in de dataset 'Delivery Modus'.,?,La description ou le nom d'un mode de délivrance/prescription en allemand dans l'ensemble de données 'Delivery Modus'.,,,,,,,,,,,,,String,No,No
ID_en,en,Description of the prescritpion/delivery modus,,,,,,,The description or name of a delivery/prescription mode in English in the 'Delivery Modus' dataset.,De beschrijving of naam van een toedienings-/voorschrijfmodus in het Engels in de dataset 'Delivery Modus'.,?,La description ou le nom d'un mode de livraison en anglais dans l'ensemble de données 'Delivery Modus'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Description of the prescritpion/delivery modus,,,,,,,The description or name of a delivery/prescription mode in frans in the 'Delivery Modus' dataset.,De beschrijving of naam van een toedienings-/voorschrijfmodus in het Frans in de dataset 'Delivery Modus'.,?,La description ou le nom d'un mode de livraison en français dans l'ensemble de données 'Delivery Modus'.,,,,,,,,,,,,,String,No,No
ID_nl,nl,Description of the prescritpion/delivery modus,,,,,,,The description or name of a delivery/prescription mode in Dutch in the 'Delivery Modus' dataset.,De beschrijving of naam van een toedienings-/voorschrijfmodus in het Nederlands in de dataset 'Delivery Modus'.,?,La description ou le nom d'un mode de livraison en néerlandais dans l'ensemble de données 'Delivery Modus'.,,,,,,,,,,,,,String,No,No
ID_sporId,sporId,European medicines agency (EMA) SPOR ID related to the table. ,,,,,,,"The SPOR ID is a unique identifier assigned to each 'Substance, Product, Organisation, Referential master data' in pharmaceutical regulatory processes. These data are used by European medicines agency (EMA) to identify & track medecines. "," De SPOR ID is een unieke identificatie die wordt toegewezen aan elke 'Substance, Product, Organisation, Referential master data' in farmaceutische regelgevende processen. Deze gegevens worden gebruikt door het Europees Geneesmiddelenbureau (EMA) om geneesmiddelen te identificeren en te volgen.",?,"L'identifiant SPOR est un identifiant unique attribué à chaque ""substance, produit, organisation, données de référence"" dans les processus de réglementation pharmaceutique. Ces données sont utilisées par l'Agence européenne des médicaments (EMA) pour identifier et suivre les médicaments. ",,,,,,,,,,,,,Number,No,No
ID_version,version,Version is an indicator tracking delivery mode updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Delivery Modus' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item binnen de 'Delivery Modus'-dataset, wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Delivery Modus"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
