ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Document creation timestamp.,,,,,,,The date and time when the document was initially created.,De datum en tijd waarop het document oorspronkelijk is aangemaakt.,?,La date et l'heure de création initiale du document.,,,,,,,,,,,,,Date,No,No
ID_currentEffectiveDate,currentEffectiveDate,Date document becomes effective or applicable.,,,,,,,The date at which the document in the 'Documents' dataset becomes effective or applicable.,De datum waarop het document in de dataset 'Documents' van kracht wordt of van toepassing is.,?,La date à laquelle le document dans l'ensemble de données 'Documents' devient effectif ou applicable.,,,,,,,,,,,,,Date,No,No
ID_currentFileversion,currentFileversion,Current version or revision of the document.,,,,,,,"The current version or revision of the document in the 'Documents' dataset, indicating any updates or changes.","De huidige versie of revisie van het document in de dataset 'Documents', waarbij eventuele updates of wijzigingen worden aangegeven.",?,"La version ou révision actuelle du document dans l'ensemble de données 'Documents', indiquant toutes les mises à jour ou modifications.",,,,,,,,,,,,,Number,No,No
ID_DocumentsectionEn,DocumentsectionEn,Document section.,,,,,,,"The section or division within a medical document that categorizes its content or subject matter, aiding in the organization and retrieval of information.",De sectie of afdeling binnen een medisch document die de inhoud of onderwerpen categoriseert en zo helpt bij de organisatie en het ophalen van informatie.,?,"La section ou la division à l'intérieur d'un document médical qui catégorise son contenu ou son sujet, facilitant l'organisation et la récupération d'informations.",,,,,,,,,,,,,String,No,No
ID_documenttypeEN,documenttypeEN,Document type.,,,,,,,"The type or category classification of a specific medical document, indicating its purpose or nature within the healthcare context.","Het type of de categorieclassificatie van een specifiek medisch document, die de doelstelling of aard ervan binnen de gezondheidszorg aangeeft.",?,"Le type ou la catégorie de classification d'un document médical spécifique, indiquant son but ou sa nature dans le contexte de la santé.",,,,,,,,,,,,,String,No,No
ID_id,id,Unique ID for documents in the dataset.,,,,,,,"An unique identifier or reference number used to uniquely distinguish and categorize different documents or records, facilitating organization and management within the dataset.","Een unieke identifier of referentienummer gebruikt om verschillende documenten of gegevens uniek te onderscheiden en te categoriseren, wat de organisatie en het beheer binnen de dataset vergemakkelijkt.",?,"Un identificateur unique ou numéro de référence utilisé pour distinguer et catégoriser de manière unique différents documents ou enregistrements, facilitant l'organisation et la gestion au sein de l'ensemble de données.",,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest document modification timestamp.,,,,,,,The date and time when the document was most recently modified or updated.,De datum en tijd waarop het document het meest recent is gewijzigd of bijgewerkt.,?,La date et l'heure de la dernière modification ou mise à jour du document.,,,,,,,,,,,,,Date,No,No
ID_languages,languages,Document available languages.,,,,,,,The languages in which the document is available in the 'Documents' dataset.,De talen waarin het document beschikbaar is in de dataset 'Documents'.,?,Les langues dans lesquelles le document est disponible dans l'ensemble de données 'Documents'.,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking documents updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Document(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Document(s)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Document(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_title,title,Title of the medical document.,,,,,,,"The title or name of a specific medical document, providing a concise description of its content and subject matter.","De titel of naam van een specifiek medisch document, die een beknopte beschrijving geeft van de inhoud en het onderwerp ervan.",?,"Le titre ou le nom d'un document médical spécifique, fournissant une description concise de son contenu et de son sujet.",,,,,,,,,,,,,String,No,No
