ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Code or identifier for delivery mode specification.,,,,,,,"A code or identifier associated with a delivery mode specification in the 'Delivery Modus Specification' dataset, typically used for reference or categorization of the delivery mode.","Een code of identifier geassocieerd met een leveringsmodusspecificatie in de gegevensverzameling Leveringsmodusspecificatie, typisch gebruikt voor referentie of categorisatie van de leveringsmodus.",?,"Un code ou un identifiant associé à une spécification de mode de livraison dans l'ensemble de données 'Delivery Modus Specification', généralement utilisé pour la référence ou la catégorisation du mode de délivrance.",,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Date of creation for the  delivery mode specification entry entry.,,,,,,,The date when a delivery mode specification entry was originally created or added to the 'Delivery Modus Specification' dataset.,De datum waarop een leveringswijze specificatievermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'Delivery Modus Specification'.,?,La date à laquelle une entrée de spécification de mode de livraison a été initialement créée ou ajoutée à l'ensemble de données 'Delivery Modus Specification'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Delivery mode description,,,,,,,The description or name of a delivery mode specification in German within the 'Delivery Modus Specification' dataset.,De beschrijving of naam van een specificatie van een leveringswijze in het Duits in de dataset 'Delivery Modus Specification'.,?,La description ou le nom d'une spécification de mode de délivrance en allemand dans l'ensemble de données 'Delivery Modus Specification'.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the delivery mode specification.,,,,,,,A binary flag indicating whether a delivery mode specification is deprecated or no longer recommended for use.,Een binaire vlag die aangeeft of het item in de specificatiedataset van de openbare leveringswijze verouderd is.,?,Un indicateur binaire indiquant si l'entrée dans le jeu de donnée spécification du mode de livraison public est obsolète.,,,,,,,,,,,,,Boolean,No,No
ID_en,en,Delivery mode description,,,,,,,The description or name of a delivery mode specification in English in the 'Delivery Modus Specification' dataset.,De beschrijving of naam van een leveringsmodusspecificatie in het Engels in de dataset 'Delivery Modus Specification'.,?,La description ou le nom d'une spécification de mode de délivrance en anglais dans l'ensemble de données 'Delivery Modus Specification'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Delivery mode description,,,,,,,The description or name of a French delivery mode specification in the 'Delivery Modus Specification' dataset.,De beschrijving of naam van een leveringswijze specificatie in het Frans in de 'Delivery Modus Specification' dataset.,?,La description ou le nom d'une spécification de mode de délivrance en français dans l'ensemble de données 'Delivery Modus Specification'.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique numerical identifier within the dataset 'Delivery Modus Specification'.,,,,,,,A unique numeric identifier associated with an entry in the 'Delivery Modus Specification' dataset to identify different delivery mode specifications.,Een unieke numerieke identifier geassocieerd met een item in de dataset Specificatie leveringsmodus om verschillende specificaties voor leveringsmodus te identificeren.,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Delivery Modus Specification' permettant d'identifier les différentes spécifications des modes de délivrances.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for delivery mode specification entry.,,,,,,,"The date on which a delivery mode specification entry was last modified or updated in the 'Delivery Modus Specification' dataset, indicating the most recent modifications.","De datum waarop een item in de Delivery Modus Specification-dataset voor het laatst is gewijzigd of bijgewerkt, met vermelding van de meest recente wijzigingen.",?,"La date à laquelle une entrée de spécification de mode de délivrance a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'Delivery Modus Specification', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Date,No,No
ID_nl,nl,Delivery mode description,,,,,,,The description or name of a delivery mode specification in Dutch in the 'Delivery Modus Specification' dataset.,De beschrijving of naam van een leveringswijze specificatie in het Nederlands in de 'Delivery Modus Specification' dataset.,?,La description ou le nom d'une spécification de mode de délivrance en néerlandais dans l'ensemble de données 'Delivery Modus Specification'.,,,,,,,,,,,,,String,No,No
ID_sporId,sporId,European medicines agency (EMA) SPOR ID related to the table. ,,,,,,,"The SPOR ID is a unique identifier assigned to each 'Substance, Product, Organisation, Referential master data' in pharmaceutical regulatory processes. These data are used by European medicines agency (EMA) to identify & track medecines. "," De SPOR ID is een unieke identificatie die wordt toegewezen aan elke 'Substance, Product, Organisation, Referential master data' in farmaceutische regelgevende processen. Deze gegevens worden gebruikt door het Europees Geneesmiddelenbureau (EMA) om geneesmiddelen te identificeren en te volgen.",?,"L'identifiant SPOR est un identifiant unique attribué à chaque ""substance, produit, organisation, données de référence"" dans les processus de réglementation pharmaceutique. Ces données sont utilisées par l'Agence européenne des médicaments (EMA) pour identifier et suivre les médicaments. ",,,,,,,,,,,,,Number,No,No
ID_version,version,Version is an indicator tracking delivery mode specification updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Delivery Modus Specification(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Delivery Modus Specification(s)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Delivery Modus Specification(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
