ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Code associated to 'Belongs To' dataset entry.,,,,,,,A code associated with the 'Belongs To' dataset entry used to categorize the product.,Een code gekoppeld aan het item in de 'Hoort bij'-dataset die wordt gebruikt om het product te categoriseren.,?,Un code associé à l'entrée du jeu de données 'Belongs To' utilisé pour catégoriser du produit.,,,,,,,,,,,,,Number,No,No
ID_createdDate,createdDate,Date of creation for the 'Belongs To' dataset entry.,,,,,,,The date when the 'Belongs To' dataset entry was initially created.,De datum waarop de vermelding in de dataset 'Belongs To' oorspronkelijk is gemaakt.,?,La date à laquelle l'entrée du jeu de données 'Belongs To' a été initialement créée.,,,,,,,,,,,,,Date,No,No
ID_deprecated,deprecated,Deprecated indicator for the 'Belongs To' dataset entry.,,,,,,,Indicates whether the 'Belongs To' dataset entry is deprecated or no longer in use.,"Geeft aan of het gegevenssetgegeven (categorie) ""behoort tot"" verouderd of niet langer in gebruik is.",?,Indique si l'entrée du jeu de données 'appartient à' (catégorie) est obsolète ou n'est plus en usage.,,,,,,,,,,,,,Boolean,No,No
ID_id,id,Unique identifier within the 'Belongs To'  dataset.,,,,,,,A unique identifier within the 'Belongs To' dataset.,Een unieke identificatie binnen de dataset 'Belongs To'.,?,Un identifiant unique au sein du jeu de données 'Belongs To'.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for the 'Belongs To' dataset entry.,,,,,,,The date when the 'Belongs To' dataset entry was last modified.,De datum waarop de vermelding in de dataset 'Belongs To' voor het laatst is gewijzigd.,?,La date à laquelle l'entrée du jeu de données 'Belongs To' a été dernièrement modifiée.,,,,,,,,,,,,,Date,No,No
ID_de,de,Category definition,,,,,,,"Give the proper category definition as defined in the ""Belongs to"" dataset in German","Geef de juiste categoriedefinitie zoals gedefinieerd in de dataset ""Hoort bij"" in het Duits",?,"Donnez la définition correcte de la catégorie telle qu'elle est définie dans l'ensemble de données ""Belongs to"" en allemand.",,,,,,,,,,,,,String,No,No
ID_en,en,Category definition,,,,,,,"Give the proper category definition as defined in the ""Belongs to"" dataset in English","Geef de juiste categoriedefinitie zoals gedefinieerd in de ""Belongs to"" dataset in het Engels",?,"Donnez la définition correcte de la catégorie telle qu'elle est définie dans l'ensemble de données ""Belongs to"" en anglais.",,,,,,,,,,,,,String,No,No
ID_fr,fr,Category definition,,,,,,,"Give the proper category definition as defined in the ""Belongs to"" dataset in French","Geef de juiste categoriedefinitie zoals gedefinieerd in de ""Belongs to"" dataset in frans",?,"Donnez la définition correcte de la catégorie telle qu'elle est définie dans l'ensemble de données ""Belongs to"" en francais.",,,,,,,,,,,,,String,No,No
ID_nl,nl,Category definition,,,,,,,"Give the proper category definition as defined in the ""Belongs to"" dataset in Dutch","Geef de juiste categoriedefinitie zoals gedefinieerd in de ""Belongs to"" dataset in het Nederlands",?,"Donnez la définition correcte de la catégorie telle qu'elle est définie dans l'ensemble de données ""Belongs to"" en néerlandais.",,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking 'Belongs To' records updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Belongs to' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de 'Belongs to'-dataset, wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Belongs to(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
