ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_id,id,Unique ID for medicinal product records.,,,,,,,A unique identifier for each medicinal product or drug within the dataset.,Een unieke identificatie voor elk geneesmiddel of medicijn in de dataset.,?,Un identifiant unique pour chaque produit médicamenteux ou médicament dans le jeu de données.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for the medicinal product.,,,,,,,"The specific date and time when the medicinal product record was most recently modified or updated, serving as a timestamp for the record's latest changes.","De specifieke datum en tijd waarop het record van het medicinaal product voor het laatst is gewijzigd of bijgewerkt, als tijdstempel voor de meest recente wijzigingen in het record.",?,"La date et l'heure spécifiques de la dernière modification ou mise à jour de l'enregistrement du produit médicinal, servant de timestamp pour les derniers changements de l'enregistrement.",,,,,,,,,,,,,Date,No,No
ID_prescriptionNameDe,prescriptionNameDe,Name of medical product,,,,,,,The German-language field that typically represents the name or label of a medicinal product as it appears on a prescription.,Het Duitse veld dat doorgaans de naam of etiket van een geneesmiddel vertegenwoordigt zoals het op een recept staat vermeld.,?,Le champ en langue allemande qui représente généralement le nom ou l'étiquette d'un produit médicamenteux tel qu'il apparaît sur une ordonnance.,,,,,,,,,,,,,String,No,No
ID_prescriptionNameEffectiveDate,prescriptionNameEffectiveDate,Validation date of the medical product name ,,,,,,,The date on which the name or label of a medicinal product became officially effective or valid.,De datum waarop de naam of etiket van een geneesmiddel officieel van kracht werd of geldig werd verklaard.,?,La date à laquelle le nom ou l'étiquette d'un produit médicamenteux est devenu officiellement effectif ou valide.,,,,,,,,,,,,,Date,No,No
ID_prescriptionNameEn,prescriptionNameEn,Name of medical product,,,,,,,The English-language field that typically represents the name or label of a medicinal product as it appears on a prescription.,Het Engelstalige veld dat doorgaans de naam of etiket van een geneesmiddel vertegenwoordigt zoals het op een recept staat vermeld.,?,Le champ en langue anglaise qui représente généralement le nom ou l'étiquette d'un produit médicamenteux tel qu'il apparaît sur une ordonnance.,,,,,,,,,,,,,String,No,No
ID_prescriptionNameFr,prescriptionNameFr,Name of medical product,,,,,,,The French-language field that typically represents the name or label of a medicinal product as it appears on a prescription.,Het Franse veld dat doorgaans de naam of etiket van een geneesmiddel vertegenwoordigt zoals het op een recept staat vermeld.,?,Le champ en langue française qui représente généralement le nom ou l'étiquette d'un produit médicamenteux tel qu'il apparaît sur une ordonnance.,,,,,,,,,,,,,String,No,No
ID_prescriptionNameNl,prescriptionNameNl,Name of medical product,,,,,,,The Dutch-language field that typically represents the name or label of a medicinal product as it appears on a prescription.,Het Nederlandse veld dat doorgaans de naam of etiket van een geneesmiddel vertegenwoordigt zoals het op een recept staat vermeld.,?,Le champ en langue néerlandaise qui représente généralement le nom ou l'étiquette d'un produit médicamenteux tel qu'il apparaît sur une ordonnance.,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking medicinal product updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Medical Product(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item binnen de dataset ""Medicinal product(s)"", wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Medicinal Product(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_createdDate,createdDate,Creation timestamp for a medicinal product record.,,,,,,,"The specific date and time when a medicinal product record was initially created or generated, serving as a timestamp for the record's inception.","De specifieke datum en tijd waarop een record van een medicinaal product oorspronkelijk is aangemaakt of gegenereerd, dient als een tijdstempel voor het begin van het record.",?,"La date et l'heure spécifiques de la création initiale ou de la génération d'un enregistrement de produit médicinal, servant de marqueur temporel pour l'origine de l'enregistrement.",,,,,,,,,,,,,Date,No,No
ID_samid,samid,Identification number of a medicinal product resource.,,,,,,,Identification number of a medicinal product resource. Can also be used as a request parameter to retrieve a Medicinal Product resource. ,Identificatienummer van een geneesmiddelbron. Kan ook worden gebruikt als een verzoekparameter om een bron van een geneesmiddel op te halen.,?,Numéro d'identification d'une ressource médicamenteuse. Peut également être utilisé comme paramètre de requête pour extraire une ressource de produit médicinal.,,,,,,,,,,,,,String,No,No
