ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_de,de,Descriptions of legal bases,,,,,,,"The German language description or name of various legal bases, providing a clear reference for healthcare regulations.","De Duitse beschrijving of naam van verschillende juridische grondslagen, die een duidelijke verwijzing biedt voor gezondheidsvoorschriften.",?,"La description ou le nom en allemand de diverses bases légales, offrant une référence claire pour les réglementations en matière de santé.",,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Indicator for deprecated legal bases.,,,,,,,"An indicator specifying whether a particular legal basis is considered deprecated, meaning it is no longer recommended or in common use.","Een indicator die aangeeft of een bepaalde juridische basis als verouderd wordt beschouwd, wat betekent dat deze niet langer wordt aanbevolen of veel wordt gebruikt.",?,"Un indicateur spécifiant si une base légale particulière est considérée comme obsolète, signifiant qu'elle n'est plus recommandée ou couramment utilisée.",,,,,,,,,,,,,Boolean,No,No
ID_en,en,Descriptions of legal bases,,,,,,,"The English language description or name of various legal bases, providing a clear reference for healthcare regulations.","De Engelse beschrijving of naam van verschillende juridische grondslagen, die een duidelijke verwijzing biedt voor gezondheidsvoorschriften.",?,"La description ou le nom en anglais de diverses bases légales, offrant une référence claire pour les réglementations en matière de santé.",,,,,,,,,,,,,String,No,No
ID_fr,fr,Descriptions of legal bases,,,,,,,"The French language description or name of various legal bases, providing a clear reference for healthcare regulations.","De Franse beschrijving of naam van verschillende juridische grondslagen, die een duidelijke verwijzing biedt voor gezondheidsvoorschriften.",?,"La description ou le nom en français de diverses bases légales, offrant une référence claire pour les réglementations en matière de santé.",,,,,,,,,,,,,String,No,No
ID_abbreviation,abbreviation,Context on the legal basis text,,,,,,,"An abbreviation or shortened form of the legal basis, providing a concise representation of the legal framework for healthcare regulations.","Een afkorting of verkorte vorm van de juridische grondslag, die een beknopte weergave van het juridische kader voor gezondheidsvoorschriften biedt.",?,"Une abréviation ou une forme abrégée de la base légale, offrant une représentation concise du cadre juridique des réglementations de santé.",,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Timestamp of legal basis records creation.,,,,,,,"The specific date and time when a legal basis entry was initially created or added to the dataset, serving as a timestamp for its inception.","De specifieke datum en tijd waarop een invoer van juridische grondslag aanvankelijk is gemaakt of toegevoegd aan de dataset, dienend als tijdstempel voor het begin ervan.",?,"La date et l'heure spécifiques auxquelles une entrée de base légale a été initialement créée ou ajoutée à l'ensemble de données, servant de repère pour son commencement.",,,,,,,,,,,,,Date,No,No
ID_id,id,Unique ID for the legal basis records in the dataset.,,,,,,,"An unique identifier or reference number used to uniquely distinguish and categorize different legal basis records within the dataset, facilitating classification and organization.","Een unieke identificatie- of referentienummer dat wordt gebruikt om verschillende juridische grondslagrecords binnen de dataset uniek te onderscheiden en te categoriseren, wat bijdraagt aan de classificatie en organisatie ervan.",?,"Un identifiant ou un numéro de référence unique utilisé pour distinguer de manière unique et catégoriser différents enregistrements de bases légales au sein du jeu de données, facilitant leur classification et organisation.",,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for legal basis records.,,,,,,,"The specific date and time when a legal basis entry was most recently modified or updated, serving as a timestamp for its latest changes.","De specifieke datum en tijd waarop een invoer van juridische grondslag voor het laatst is gewijzigd of bijgewerkt, dienend als tijdstempel voor de meest recente wijzigingen.",?,"La date et l'heure spécifiques auxquelles une entrée de base légale a été modifiée ou mise à jour pour la dernière fois, servant de repère pour ses dernières modifications.",,,,,,,,,,,,,Date,No,No
ID_version,version,Version is an indicator tracking legal basis updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Legal basis' dataset, denoting changes or updates made over time.",Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset 'Legal basis' en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.,?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Legal basis"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
ID_nl,nl,Descriptions of legal bases,,,,,,,"The Dutch language description or name of various legal bases, providing a clear reference for healthcare regulations.","De Nederlandse beschrijving of naam van verschillende juridische grondslagen, die een duidelijke verwijzing biedt voor gezondheidsvoorschriften.",?,"La description ou le nom en néerlandais de diverses bases légales, offrant une référence claire pour les réglementations en matière de santé.",,,,,,,,,,,,,String,No,No
