ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Date of creation for the pack component entry.,,,,,,,The date when a component entry was originally created or added to the 'PackComponent' dataset.,De datum waarop een componentvermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'PackComponent'.,?,La date à laquelle une entrée de composant a été initialement créée ou ajoutée à l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,Date,No,No
ID_id,id,Unique numerical identifier for an entry in the dataset 'Pack Component'.,,,,,,,A unique numeric identifier associated with an entry in the 'PackComponent' dataset. Used to uniquely identify entries for components in a pack.,"Een unieke numerieke identificator gekoppeld aan een item in de dataset ""PackComponent"". Wordt gebruikt om unieke vermeldingen voor onderdelen in een pakket te identificeren.",?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'PackComponent'. Permettant d'identifier de manière unique les entrées pour les composants d'un pack.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for entry within the dataset 'Pack Component'.,,,,,,,"The date when a component entry was last modified or updated in the 'PackComponent' dataset, indicating the most recent changes.","De datum waarop een componentvermelding voor het laatst is gewijzigd of bijgewerkt in de dataset 'PackComponent', waarbij de meest recente wijzigingen worden aangegeven.",?,"La date à laquelle une entrée de composant a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'PackComponent', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Latest modification timestamp for entry within the dataset 'Pack Component'.,No,No
ID_name,name,Name or title of a component.,,,,,,,"The name or title associated with an entry in the 'PackComponent' dataset, describing a component or element of a product or packaging. (Device, Solvent, Active, etc,.)","De naam of titel geassocieerd met een item in de 'PackComponent' dataset, die een component of element van een product of verpakking beschrijft. (Apparaat, Oplosmiddel, Actief, enz.)",?,"Nom ou titre associé à une entrée du jeu de données ""PackComponent"", décrivant un composant ou un élément d'un produit ou d'un emballage. (Device, Solvant, Active, etc.)",,,,,,,,,,,,,String,No,No
ID_packSizeAmount,packSizeAmount,Quantity or numerical amount for component size or packaging.,,,,,,,The quantity or numerical amount associated with the size or packaging of a component within the 'PackComponent' dataset.,De hoeveelheid of numerieke waarde gekoppeld aan de grootte of verpakking van een component in de dataset 'PackComponent'.,?,La quantité ou la valeur numérique associée à la taille ou à l'emballage d'un composant dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,Number,No,No
ID_packSizeMultiplier,packSizeMultiplier,Numerical factor for component size.,,,,,,,The numerical factor used to adjust the size or quantity of a component within the 'PackComponent' dataset.,De numerieke factor die wordt gebruikt om de grootte of hoeveelheid van een component in de dataset 'PackComponent' aan te passen.,?,Le facteur numérique utilisé pour ajuster la taille ou la quantité d'un composant dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,Number,No,No
ID_packSizeUnitDe,packSizeUnitDe,Measurement unit of packaging of the dataset,,,,,,,The unit of measurement associated with the size or packaging of a component in German within the 'PackComponent' dataset.,De meeteenheid gekoppeld aan de grootte of verpakking van een component in het Duits binnen de dataset 'PackComponent'.,?,L'unité de mesure associée à la taille ou à l'emballage d'un composant en allemand dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,String,No,No
ID_packSizeUnitEn,packSizeUnitEn,Measurement unit of packaging of the dataset,,,,,,,The unit of measurement associated with the size or packaging of a component in English within the 'PackComponent' dataset.,De meeteenheid gekoppeld aan de grootte of verpakking van een component in het Engels binnen de dataset 'PackComponent'.,?,L'unité de mesure associée à la taille ou à l'emballage d'un composant en anglais dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,String,No,No
ID_packSizeUnitFr,packSizeUnitFr,Measurement unit of packaging of the dataset,,,,,,,The unit of measurement associated with the size or packaging of a component in French within the 'PackComponent' dataset.,De meeteenheid gekoppeld aan de grootte of verpakking van een component in het Frans binnen de dataset 'PackComponent'.,?,L'unité de mesure associée à la taille ou à l'emballage d'un composant en français dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,String,No,No
ID_packSizeUnitNl,packSizeUnitNl,Measurement unit of packaging of the dataset,,,,,,,The unit of measurement associated with the size or packaging of a component in Dutch within the 'PackComponent' dataset.,De meeteenheid gekoppeld aan de grootte of verpakking van een component in het Nederlands binnen de dataset 'PackComponent'.,?,L'unité de mesure associée à la taille ou à l'emballage d'un composant en néerlandais dans l'ensemble de données 'PackComponent'.,,,,,,,,,,,,,String,No,No
ID_packSpecificationDe,packSpecificationDe,Packaging specifications within the dataset 'Pack Component',,,,,,,Optional field giving the specifications or details related to a component's packaging in German within the 'PackComponent' dataset.,"Facultatief veld met de specificaties of details van de verpakking van een component in het Duits in de dataset ""PackComponent"".",?,"Champ facultatif indiquant les spécifications ou les détails relatifs à l'emballage d'un composant en allemand dans l'ensemble de données ""PackComponent"".",,,,,,,,,,,,,String,No,No
ID_packSpecificationEn,packSpecificationEn,Packaging specifications within the dataset 'Pack Component',,,,,,,Optional field giving the specifications or details related to a component's packaging in English within the 'PackComponent' dataset.,"Facultatief veld met de specificaties of details van de verpakking van een component in het Engels binnen de dataset ""PackComponent"".",?,"Champ facultatif indiquant les spécifications ou les détails relatifs à l'emballage d'un composant en anglais dans l'ensemble de données ""PackComponent"".",,,,,,,,,,,,,String,No,No
ID_packSpecificationFr,packSpecificationFr,Packaging specifications within the dataset 'Pack Component',,,,,,,Optional field giving the specifications or details related to a component's packaging in French within the 'PackComponent' dataset.,"Facultatief veld met de specificaties of details van de verpakking van een component in het Frans in de dataset ""PackComponent"".",?,"Champ facultatif indiquant les spécifications ou les détails relatifs à l'emballage d'un composant en français dans l'ensemble de données ""PackComponent"".",,,,,,,,,,,,,String,No,No
ID_packSpecificationNl,packSpecificationNl,Packaging specifications within the dataset 'Pack Component',,,,,,,Optional field giving the specifications or details related to a component's packaging in Dutch within the 'PackComponent' dataset.,Optional field giving the specifications or details related to a component's packaging in Dutch within the 'PackComponent' dataset.,?,"Champ facultatif indiquant les spécifications ou les détails relatifs à l'emballage d'un composant en néerlandais dans l'ensemble de données ""PackComponent"".",,,,,,,,,,,,,String,No,No
ID_order,order,Indiquate the functional sequence of pack component,,,,,,,Indiquate the functional sequence of pack component. This order is define in the Medicine product management (MPM) tool and the order of the component in the pack. ,De functionele volgorde van de verpakkingscomponenten bepalen. Deze volgorde wordt bepaald in de Medicine Product Management (MPM) tool en de volgorde van de onderdelen in het pakket.,?,Indique la séquence fonctionnelle des composants du pack. Cet ordre est défini dans l'outil de gestion des produits médicaux (MPM) et l'ordre des composants dans le pack.,,,,,,,,,,,,,Number,No,No
ID_version,version,Version is an indicator tracking pack component updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Pack Component(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Pack Component(s)"" en geeft wijzigingen of updates aan die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Pack Component(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
