ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Code for pharmaceutical form.,,,,,,,A code associated with the pharmaceutical form of the product within the 'Pharmaceutical Form' dataset.,Een code gekoppeld aan de farmaceutische vorm binnen de dataset 'Pharmaceutical Form'.,?,Un code associé à la forme pharmaceutique d'un produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,Number,No,No
ID_createdDate,createdDate,Date of creation for the pharmaceutical form entry.,,,,,,,The date of creation for the pharmaceutical form of the product entry within the 'Pharmaceutical Form' dataset.,De datum van aanmaak van de vermelding voor de farmaceutische vorm binnen de dataset 'Pharmaceutical Form'.,?,La date de création de l'entrée de la forme pharmaceutique d'un produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Description of pharmaceutical form,,,,,,,The German name or description of the pharmaceutical form of the product within the 'Pharmaceutical Form' dataset.,De Duitse naam of beschrijving van de farmaceutische vorm van een product binnen de dataset 'Pharmaceutical Form'.,?,Le nom ou la description en allemand de la forme pharmaceutique d'un produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the pharmaceutical form.,,,,,,,An indicator that marks whether the pharmaceutical form of the product is deprecated or no longer in use.,Een indicator die aangeeft of de vermelding in de dataset van farmaceutische formulieren verouderd of niet langer in gebruik is.,?,Un indicateur indiquant si l'entrée dans le jeu de donnée sur la forme pharmaceutique d'un produit est obsolète ou n'est plus utilisée.,,,,,,,,,,,,,Boolean,No,No
ID_edqmCode,edqmCode,Code for the pharmaceutical form defined by EDQM.,,,,,,,The code associated with the pharmaceutical form of the product defined by the European Directorate for the Quality of Medicines & HealthCare (EDQM).,De code gekoppeld aan de farmaceutische vorm gedefinieerd door de Europese Directie voor de Kwaliteit van Geneesmiddelen & Gezondheidszorg (EDQM).,?,Le code associé à la forme pharmaceutique d'un produit définie par la Direction européenne de la qualité des médicaments et des soins de santé (EDQM).,,,,,,,,,,,,,Number,No,No
ID_edqmDefinition,edqmDefinition,Definition for the pharmaceutical form by EDQM.,,,,,,,The definition of the pharmaceutical form of the product defined by the European Directorate for the Quality of Medicines & HealthCare (EDQM).,De definitie van de farmaceutische vorm gedefinieerd door de Europese Directie voor de Kwaliteit van Geneesmiddelen & Gezondheidszorg (EDQM).,?,La définition de la forme pharmaceutique d'un produit définie par la Direction européenne de la qualité des médicaments et des soins de santé (EDQM).,,,,,,,,,,,,,String,No,No
ID_en,en,Description of pharmaceutical form,,,,,,,The English name or description of the pharmaceutical form of the product within the 'Pharmaceutical Form' dataset.,De Engelse naam of beschrijving van de farmaceutische vorm van een product binnen de dataset 'Pharmaceutical Form'.,?,Le nom ou la description en anglais de la forme pharmaceutique d'un produit du produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Description of pharmaceutical form,,,,,,,The French name or description of the pharmaceutical form of the product within the 'Pharmaceutical Form' dataset.,De Franse naam of beschrijving van de farmaceutische vorm van een product binnen de dataset 'Pharmaceutical Form'.,?,Le nom ou la description en français de la forme pharmaceutique d'un produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique numerical identifier within the 'Pharmaceutical Form' dataset.,,,,,,,A unique numerical identifier associated with an entry in the 'Pharmaceutical Form' dataset .,Een unieke numerieke identificatie gekoppeld aan een vermelding in de dataset 'Pharmaceutical Form' .,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Pharmaceutical Form' .,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for pharmaceutical form of the product entry.,,,,,,,The date of the most recent modification or update to a pharmaceutical form of the product entry within the 'Pharmaceutical Form' dataset.,De datum van de meest recente wijziging of update van een vermelding voor een farmaceutische vorm binnen de dataset 'Pharmaceutical Form'.,?,La date de la modification ou de la mise à jour la plus récente d'une entrée de forme pharmaceutique d'un produit dans l'ensemble de données 'Pharmaceutical Form'.,,,,,,,,,,,,,Date,No,No
