ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_code,code,Ingredient operator code.,,,,,,,Un code associé à l'opérateur d'ingrédient.,Een code die is gekoppeld aan de wiskundige operator van het ingrediënt (< / < / = > / enz.).,?,"Un code associé à l'opérateur mathématique de l'ingrédient (< / < / = > / etc,.).",,,,,,,,,,,,,String,No,No
ID_createdDate,createdDate,Date of creation for the ingredient operator entry.,,,,,,,A code associated with the ingredient's mathematical operator (< / < / = > / etc.).,De datum waarop de gegevens van de ingrediënt operator oorspronkelijk zijn gemaakt.,?,La date à laquelle les données de l'opérateur d'ingrédient ont été initialement créées.,,,,,,,,,,,,,Date,No,No
ID_de,de,Information about the ingredient operator,,,,,,,Information in German related to the ingredient operator.,Informatie in het Duits met betrekking tot de ingrediënt operator.,?,Informations en allemand relatives à l'opérateur d'ingrédient.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the ingredient operator entry.,,,,,,,Indicates whether the ingredient operator is deprecated or no longer in use.,Geeft aan of de gegevensverzameling voor de ingrediënt operator verouderd of niet langer in gebruik is.,?,Indique si l'entrée du jeu de données pour l'opérateur des ingrédient est obsolète ou n'est plus en usage.,,,,,,,,,,,,,Boolean,No,No
ID_description,description,Ingredient operator description.,,,,,,,A textual description of the ingredient operator.,Een tekstuele beschrijving van de ingrediënt operator.,?,Une description textuelle de l'opérateur d'ingrédient.,,,,,,,,,,,,,String,No,No
ID_en,en,Information about the ingredient operator,,,,,,,Information in English related to the ingredient operator.,Informatie in het Engels met betrekking tot de ingrediënt operator.,?,Informations en anglais relatives à l'opérateur d'ingrédient.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Information about the ingredient operator,,,,,,,Information in French related to the ingredient operator.,Informatie in het Frans met betrekking tot de ingrediënt operator.,?,Informations en français relatives à l'opérateur d'ingrédient.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique identifier within the dataset 'Ingredient Operator'.,,,,,,,A unique identifier within the 'Ingredient Operator' dataset.,Een unieke identificatie binnen de dataset 'Ingredient Operator'.,?,Un identifiant unique au sein du jeu de données 'Ingredient Operator'.,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for the ingredient operator entry.,,,,,,,The date when the ingredient operator data was last modified.,De datum waarop de gegevens van de ingrediënt operator voor het laatst zijn gewijzigd.,?,La date à laquelle les données de l'opérateur d'ingrédient ont été dernièrement modifiées.,,,,,,,,,,,,,Date,No,No
ID_nl,nl,Information about the ingredient operator,,,,,,,Information in Dutch related to the ingredient operator.,Informatie in het Nederlands met betrekking tot de ingrediënt operator.,?,Informations en néerlandais relatives à l'opérateur d'ingrédient.,,,,,,,,,,,,,String,No,No
ID_version,version,Version is an indicator tracking 'ingredient operator' records updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Ingredient Operator(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de ""Ingredient Operator(s)"" dataset, wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Ingredient Operator(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
