ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_createdDate,createdDate,Date of creation for the Delivery Modus Public entry.,,,,,,,The date when a public delivery mode entry was originally created or added to the 'Delivery Modus Public' dataset.,De datum waarop een openbare leveringswijzevermelding oorspronkelijk is aangemaakt of toegevoegd aan de dataset 'Delivery Modus Public'.,?,La date à laquelle une entrée de mode de livraison public a été initialement créée ou ajoutée à l'ensemble de données 'Delivery Modus Public'.,,,,,,,,,,,,,Date,No,No
ID_de,de,Description of public delivery mode,,,,,,,The description or name of a public prescription/delivery mode categorization in German in the 'Delivery Modus Public' dataset.,De beschrijving of naam van een publiek recept/bezorgingswijze categorisatie in het Duits in de 'Delivery Modus Public' dataset.,?,La description ou le nom d'une catégorisation de mode de prescription/délivrance publique en allemand dans l'ensemble de données 'Delivery Modus Public'.,,,,,,,,,,,,,String,No,No
ID_deprecated,deprecated,Deprecated indicator for the public delivery mode.,,,,,,,A binary flag indicating whether a public delivery mode is deprecated or no longer recommended for use.,Een binair vlag die aangeeft of een openbare leveringswijze verouderd is of niet langer wordt aanbevolen voor gebruik.,?,Un indicateur binaire indiquant si l'entrée dans le jeu de donnée mode de livraison public est obsolète.,,,,,,,,,,,,,Boolean,No,No
ID_en,en,Description of public delivery mode,,,,,,,The description or name of a public prescription/delivery mode categorization in English in the 'Delivery Modus Public' dataset.,De beschrijving of naam van een openbare leveringswijze in het Engels binnen de dataset 'Delivery Modus Public'.,?,La description ou le nom d'une catégorisation de mode de prescription/délivrance publique en anglais dans l'ensemble de données 'Delivery Modus Public'.,,,,,,,,,,,,,String,No,No
ID_fr,fr,Description of public delivery mode,,,,,,,The description or name of a public prescription/delivery mode categorization in French in the 'Delivery Modus Public' dataset.,De beschrijving of naam van een openbare leveringswijze in het Frans binnen de dataset 'Delivery Modus Public'.,?,La description ou le nom d'une catégorisation de mode de prescription/délivrance publique en francais dans l'ensemble de données 'Delivery Modus Public'.,,,,,,,,,,,,,String,No,No
ID_id,id,Unique numerical identifier within the dataset 'Delivery Modus Public'.,,,,,,,A unique numerical identifier associated with an entry in the 'Delivery Modus Public' dataset .,Een unieke numerieke identificatie gekoppeld aan een vermelding in de dataset 'Delivery Modus Public'.,?,Un identifiant numérique unique associé à une entrée dans l'ensemble de données 'Delivery Modus Public' .,,,,,,,,,,,,,String,No,No
ID_lastModifiedDate,lastModifiedDate,Latest modification timestamp for public delivery mode entry.,,,,,,,"The date when a public delivery mode entry was last modified or updated in the 'Delivery Modus Public' dataset, indicating the most recent changes.","De datum waarop een openbare leveringswijzevermelding voor het laatst is gewijzigd of bijgewerkt in de dataset 'Delivery Modus Public', waarbij de meest recente wijzigingen worden aangegeven.",?,"La date à laquelle une entrée de mode de livraison public a été modifiée ou mise à jour pour la dernière fois dans l'ensemble de données 'Delivery Modus Public', indiquant les modifications les plus récentes.",,,,,,,,,,,,,Date,No,No
ID_nl,nl,Description of public delivery mode,,,,,,,The description or name of a public prescription/delivery mode categorization in Dutch in the 'Delivery Modus Public' dataset.,De beschrijving of naam van een openbare leveringswijze in het Nederlands binnen de dataset 'Delivery Modus Public'.,?,La description ou le nom d'un mode de livraison public en néerlandais dans l'ensemble de données 'Delivery Modus Public'.,,,,,,,,,,,,,String,No,No
ID_code,code,Public presciption/delivery modus type code or identifier.,,,,,,,"A code or identifier associated with a public delivery mode within the 'Delivery Modus Public' dataset, typically used for referencing or categorization.","Een code of identificatie gekoppeld aan een openbare leveringswijze in de dataset 'Delivery Modus Public', meestal gebruikt voor referentie of categorisatie.",?,"Un code ou un identifiant associé à un mode de livraison public dans l'ensemble de données 'Delivery Modus Public', généralement utilisé pour la référence ou la catégorisation.",,,,,,,,,,,,,String,No,No
ID_sporId,sporId,European medicines agency (EMA) SPOR ID related to the table. ,,,,,,,"The SPOR ID is a unique identifier assigned to each 'Substance, Product, Organisation, Referential master data' in pharmaceutical regulatory processes. These data are used by European medicines agency (EMA) to identify & track medecines. "," De SPOR ID is een unieke identificatie die wordt toegewezen aan elke 'Substance, Product, Organisation, Referential master data' in farmaceutische regelgevende processen. Deze gegevens worden gebruikt door het Europees Geneesmiddelenbureau (EMA) om geneesmiddelen te identificeren en te volgen.",?,"L'identifiant SPOR est un identifiant unique attribué à chaque ""substance, produit, organisation, données de référence"" dans les processus de réglementation pharmaceutique. Ces données sont utilisées par l'Agence européenne des médicaments (EMA) pour identifier et suivre les médicaments. ",,,,,,,,,,,,,Number,No,No
ID_version,version,Version is an indicator tracking public delivery mode updates.,,,,,,,"The version number refers to the specific iteration or edition of an entry within the 'Delivery Modus Public(s)' dataset, denoting changes or updates made over time.","Het versienummer verwijst naar de specifieke iteratie of editie van een item in de dataset ""Delivery Modus Public(s)"", wat wijzigingen of updates aangeeft die in de loop der tijd zijn aangebracht.",?,"Le numéro de version fait référence à l'itération ou à l'édition spécifique d'une entrée dans l'ensemble de données ""Delivery Modus Public(s)"", indiquant les changements ou les mises à jour effectués au fil du temps.",,,,,,,,,,,,,Number,No,No
