ID_Column,Column,Label,Label@nl,Label@fr,Comment,Comment@nl,Comment@de,Comment@fr,Definition,Definition@nl,Definition@de,Definition@fr,Attribute,attributeOf,Unit,Format,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,Template,Column_type_variable,Column_personal_data,Column_sensitive_personal_data
ID_authorisationDate,authorisationDate,Date when an authorization became effective,,,,,,,"The precise date on which an authorization was granted or became effective, marking the beginning of the drug's availability on the Belgian market.","De precieze datum waarop een vergunning werd verleend of van kracht werd, die het begin van de beschikbaarheid van het geneesmiddel op de Belgische markt markeert",?,"La date précise à laquelle une autorisation a été accordée ou est devenue effective, marquant le début de la disponibilité du médicament sur le marché belge",,,,,,,,,,,,,Date,No,No
ID_authorisationNumber,authorisationNumber,Official Autorisation Number for a medicinal product,,,,,,,"Official number mentionned on the marketing authorisation, the registration, the authorisation for parallel import, or the temporary use authorisation, as the case may be.","Officieel nummer vermeld op de vergunning voor het in de handel brengen, de registratie, de vergunning voor parallelinvoer of de vergunning voor tijdelijk gebruik, al naargelang het geval.",?,"Numéro officiel mentionné sur l'autorisation de mise sur le marché, l'enregistrement, l'autorisation d'importation parallèle ou l'autorisation d'utilisation temporaire, selon le cas.",,,,,,,,,,,,,String,No,No
ID_authorisationStatus,authorisationStatus,Status of an authorization,,,,,,,"The current state or condition of an authorization, indicating whether it is authorized, radiated, or in any other status.","De huidige status of conditie van een autorisatie, waarbij wordt aangegeven of deze is geautoriseerd, ingetrokken of zich in een andere status bevindt. ",?,"L'état actuel ou la condition d'une autorisation, indiquant si elle est autorisée, révoquée ou dans tout autre état.",,,,,,,,,,,,,String,No,No
ID_blacktriangle,blacktriangle,"An indicator to see if the product is is marked with the  ""black triangle"" indicator ",,,,,,," A symbol or indicator used to signify that a particular authorization or medical product has been marked with a black triangle due to its status as a newly authorized or monitored product, indicating heightened scrutiny or special considerations.","Een symbool of indicator dat wordt gebruikt om aan te geven dat een bepaalde autorisatie of medisch product is gemarkeerd met een zwart driehoekje vanwege de status als nieuw geautoriseerd of gecontroleerd product, wat duidt op verhoogd toezicht of speciale overwegingen.",?,"Un symbole ou indicateur utilisé pour signifier qu'une autorisation particulière ou un produit médical a été marqué d'un triangle noir en raison de son statut de produit nouvellement autorisé ou surveillé, indiquant une attention accrue ou des considérations spéciales.",,,,,,,,,,,,,Boolean,No,No
ID_cti,cti,Unique identifier linked to authorization.,,,,,,,Unique identification number of each authorization of a medicine. The CTI Number is allocated by the FAMHP.,Uniek identificatienummer van elke vergunning van een geneesmiddel. Het CTI-nummer wordt toegekend door het FAGG.,?,Numéro d'identification unique de chaque autorisation de médicament. Le numéro CTI est attribué par l'AFMPS.,,,,,,,,,,,,,Number,No,No
ID_id,id,Unique ID for authorization records.,,,,,,,A unique identifier or reference number assigned to each authorization record.,Een unieke identificatiecode of referentienummer toegewezen aan elk autorisatierecord. ,?,Un identifiant unique ou un numéro de référence attribué à chaque enregistrement d'autorisation.,,,,,,,,,,,,,String,No,No
ID_nameDe,nameDe,Medical products name,,,,,,,Represents the name of the medicinal product concerned by the authorisation in German ,Geeft in het Duits de naam weer van het geneesmiddel waarop de vergunning betrekking heeft.,?,Représente le nom du médicament concerné par l'autorisation en allemand. ,,,,,,,,,,,,,String,No,No
ID_conditionalApproval,conditionalApproval,Conditional approval for authorisation.,,,,,,,True/False indicator showing whether a conditional authorization has been granted.,Waar/Onwaar-indicator die aangeeft of een voorwaardelijke toelating is verleend.,?,Indicateur Vrai/Faux qui montre si une autorisation conditionnelle a été accordée.,,,,,,,,,,,,,Boolean,No,No
ID_createdDate,createdDate,The creation timestamp for an authorization record.,,,,,,,"The specific date and time when an authorization record was initially created or generated, serving as a timestamp for the record's inception.","De specifieke datum en tijd waarop een autorisatierecord oorspronkelijk is gemaakt of gegenereerd, dient als tijdstempel voor het begin van het record.",?,"La date et l'heure spécifiques auxquelles un enregistrement d'autorisation a été initialement créé ou généré, servant de repère temporel pour l'origine de l'enregistrement.",,,,,,,,,,,,,Date,No,No
ID_nameEn,nameEn,Medical products name,,,,,,,Represents the name of the medicinal product concerned by the authorisation in English ,Geeft in het Engels de naam weer van het geneesmiddel waarop de vergunning betrekking heeft.,?,Représente le nom du médicament concerné par l'autorisation en anglais.,,,,,,,,,,,,,String,No,No
